at,userName,content,score
2021-11-25 11:33:48,Permata TV,"Lemot parah, nominal angkanya gk gerak agresif alhasil gk tepat sasaran ketika beli dan jual...apk investasi model apaan kaya gini...buruk sangat 👎...",1
2021-11-25 11:23:56,anjar wibowo,"aplikasi yg simple. tampilan menu lengkap dan mudah dipahami.. Yang paling penting proses penarikan dana sangat cepat, tidak sampai 5 menit sudah masuk rekening. Yg mau download bisa pake kode referral : ""@anjbyan"" ya..biar saling menguntungkan..😊😊",5
2021-11-25 11:07:14,Fajar Hidayat,"Buat versi web bang, biar bisa pantau lewat pc 😇, masukin referal @fjrx2000431 biar dapet chasback",5
2021-11-25 11:04:45,hera yuliyanti yanti,"Cpet, aman, dan mudah",5
2021-11-25 11:01:11,Ipan Ipan,Good,5
2021-11-25 10:54:47,nursoleh channel,Joss gandos,5
2021-11-25 10:37:53,Suwito Wito,tks,5
2021-11-25 10:37:14,Muhammad Fauzi Ramdhani,Simple,5
2021-11-25 10:06:37,Dhini Khoirun Nisa,"Good apss lah meskipun spreadnya gede tapi tetep cuan, tengsss pintu lup bgt😍😍",5
2021-11-25 9:47:15,Rahman Aman,Kenapa BNB saya tidak masuk saya telah mengirim BNB ke PINTU Chat suport tidak ada jawaban,5
2021-11-25 9:35:20,Gitgit Channel,Yuk yang belom kita saling gunakan kode reff biar dapet keuntungan 0.004 % setiap transaksi. Daftar sekarang dan pake kode reff saya dijamin mantul Ini kodenya @gitgitmiko Makasihhh,5
2021-11-25 9:09:08,biksu nova,Blm coba,5
2021-11-25 9:01:47,scobydo chanel,Nice exchange 🐉,5
2021-11-25 8:53:14,Akien Debora,Josss,5
2021-11-25 8:52:52,Ridho Rizkhon Fadilah,"Referral : @rizkhon13 Yang mau pake referral saya, saya doakan dpt cuan Mantap aplikasi nya. Tampilan joss enak buat pemula.",5
2021-11-25 8:40:16,Khaerudin Spdi,"Pintu memang apk simple, sederhana, sebodohnya orang kalau sudah pakai apk ini dia pasti akan mengerti juga.",5
2021-11-25 8:25:57,Akhmad Arrie,Mudah menggunakan aplikasinya,5
2021-11-25 8:14:49,Silviani Wijayanti,"Ada kendala log in kmbali, kirim pesan minta bantuan k Gmail help@pintu ga di bales, di ig pun sama ga di balas",2
2021-11-25 8:09:48,Farid Tuwo,"yang baru download wajib pake refferal gua nih ""faridzart"" ,langsung dapet bonus saldo🔥🔥 aku untung kamu juga untung ,gasss",5
2021-11-25 8:05:56,lisa darmayanti putu,Knpa setiap mau fto ktp sma selfi gak bisa? Udah pake sim sma ktp tunggu bebrapa saat lagi,3
2021-11-25 7:46:50,Hendra Gunawan,Bagus sekarang jaringan nya ga MT,5
2021-11-25 7:23:14,Affan arya Pramanta,Apk lemot,1
2021-11-25 7:20:06,Raden Rama,"Rekomended buat pemula , cocok untuk pasif investing, dapatkan bonus dgn menggunakan referral : @radenramaap",5
2021-11-25 7:02:26,Faizal Aditiya Mentaya,Bagus,5
2021-11-25 6:30:08,Lian Xiu,"Gokil kak jual koin kena pajak, binance dan pak CZ tertawa melihat ini :v",3
2021-11-25 5:53:22,Dimas Rizky Firdaus.,Ayo token pintu segera hadi download jangan sampai ketinggalan,5
2021-11-25 5:39:50,Wisang Geni,mudah mudahan developer dan kru aplikasi ini mendapatkan berkah ...,5
2021-11-25 5:37:37,Adhi susilo,"Mantab nih , gampang baca nya .. tingaktin terus ya .. banyakin. Uang cryptonya .. 👍💪",5
2021-11-25 5:30:35,Wiah Aja,"Mau deposit aja susah dah lebih dari 10x gak bisa juga deposit, gimana mau gunain aplikasi nya, hm",2
2021-11-25 5:25:51,Janry Doank,Join di pintu 2020 smp skr Nga nyesel update selalu mantap sudah mulai banyak coin yg listing jadi lebih gampang buat jual beli n trading Tinggal nunggu tokenya PTU buat di borong....👍👍👍👍👍👍🚀🚀🚀,5
2021-11-25 4:33:30,Fatas Fatih,Mantab event pintu menjanjikan lanjutkan,5
2021-11-25 4:19:11,Arif Wirasaputra,"Agak lag sana sini tolong upgrade lebih ringan lag pas di dalam menu GK enak bener, dan tolong tambahin koin koin lainnya kalo bisa yg metaverse an",5
2021-11-25 4:13:46,Bentolaney Ben,Iya yang itu yang susah gak susah lah,5
2021-11-25 4:07:08,Edi Kamsori,Saya saranin buat ada koin koin micin biar lebih enak lagi,5
2021-11-25 3:51:55,sego esjeruk,"Di tambahi indikator, serta jangka trading di tambah 1 menit 5 menit 30 menitan, tambahi koin micin juga",2
2021-11-25 3:40:19,R. Iedema,Mantap,5
2021-11-25 3:10:30,Fajri Ardiansyah,Aplikasi bagus. Masukan kode referral untuk mendapatkan komisi (@anjay),5
2021-11-25 3:03:45,abdul syakur,Nice,5
2021-11-25 2:29:37,Asep Dadan,"Mantap, terpercaya dan sangat cepat dalam jual belinya. Recomended dan jangan lupa untuk yg baru gabung masukin referal saya @asepddr",5
2021-11-25 2:22:12,Rahmawati lestari Sirait,Tolong dikurangi ya fee 2℅ nya,3
2021-11-25 1:12:01,Fitra Mulya lestari,Saya pakai akun anak saya mau donlot aplikasi pintu gak masuk.masuk gimana caranya,1
2021-11-25 0:44:03,hedra lolox,Kenyamanan hotel bintang lima...pintu memang berkelas....Oya..saya lupa memasukan kode undangan..bgaimana caranya memasukan kode undangan dari teman..?.,5
2021-11-25 0:08:47,Achmad Rifki,"Buat pemula oke lah.. Jual/Beli mudah buat transaksi, Good.. Pertahankan seperti ini pintu..",5
2021-11-25 0:05:59,Oya Tiens051,Nice,5
2021-11-24 23:47:03,adzril rfz,Kok gk bisa di instal,1
2021-11-24 23:17:43,Ridwan Pirdaus,Mantap mau coba dulu,5
2021-11-24 22:54:54,Apik Waee,Kren,5
2021-11-24 21:58:55,Nazar Putra,"Saya mau tanya, di pintu ada mode gelapnya atau tidak?",5
2021-11-24 21:19:06,fUnNy keplek,👍,5
2021-11-24 20:48:20,hs XD,Indikator nya tambah lagi bos. kalo bisa buatin opsi jual otomatis,3
2021-11-24 19:59:33,Bob Daay,pakai kode referal ini @bobdaay auto profit,5
2021-11-24 19:15:27,septianda sihaloho,Bisa narik dana cepat,5
2021-11-24 18:57:43,masbukin Paloma,ok,5
2021-11-24 18:41:50,Edwin Muhyamin,"Nyesel kemaren ngasuh 5 bintang!! Gua turunin lagi 1 bintang .. karena saldo deposit saya blom masuk , awal kami akan peroses 1x24jm Al hasill sudah 1 hari ehh malah di tambah jadi 2x24jm .. sekiranya saldo saya ga di masukin mending balikin saldo deposit saya ke rek pengirim tadi.. tolong perbaiki kendala ini ..",1
2021-11-24 18:21:28,Oscar Cloth,Bagus,5
2021-11-24 18:05:39,Jovvys Sykes,Pilih pilih mau beresin event juga ya... Gw udh top up buat beresin event trading 1 lgi dari tgl 18 sedang kan habis event tgl 21 kenapa ga dpt sedangkan di grup fb mereka beli akun yg ga kepake sampe puluhan itu dpt semua... Heran sama aplikasi satu ini,1
2021-11-24 17:53:44,Herry Junawar,Gampang digunakan oleh pemula seperti saya. Tidak ada biaya transaksi dan informasi yang disajikan cukup jadi referensi.,5
2021-11-24 17:42:10,Ari Ocem,Mantaaaap pokonya....,5
2021-11-24 17:35:52,La Muhammad ali umar aliboni,"Mohon maaf, kepada semuanya. Saya pengguna baru di aplikasi ini, saya beri bintang 5 sebenarnya saya menyukai aplikasi ini, hanya saja, saya bingung cara menggunakan aplikasi ini, mohon bantuan infonya tentang penggunaan aplikasi ini. Mumpung saya orang awam yg gak tau menggunakan aplikasi ini.",5
2021-11-24 17:31:29,kemule ndie azies,kenapa saya mau masuk ke pintu trs keluar lagi...tolong di cek akun saya.,5
2021-11-24 16:45:41,Shidqi Maulana,"Harusny bisa akses lewat website juga lah, lewat apk kurang greget",3
2021-11-24 16:10:03,Arman Arman,Juooooosssss,5
2021-11-24 16:05:09,Oktavia Rinasari,Sangat bagus semoga berkah,5
2021-11-24 15:36:22,andi waardana,Mantap,5
2021-11-24 14:59:50,Teuku Syahrial,Ganteng,5
2021-11-24 14:33:46,Ogel concept78 Ogel,saya kasih bintang lima..mudah mudahn saya bisa dalam trading emas.amiiiin,5
2021-11-24 13:23:46,tresna nugraha,Good,5
2021-11-24 13:19:16,#bussid ngapak,trmkasih pintu...rekomend pokoknya,5
2021-11-24 13:06:01,Fatkhur IPACK_oi,Buruk,1
2021-11-24 11:43:44,Rifai Zuhdi,Sekarang aplikasi nya lemot bner2 apa lagi mau jual atau beli harga berubah2 trus sehingga susah finally,1
2021-11-24 11:14:44,Swara Kahuripan,Komisi seumur hidup dari referal mantap semangat mengajak teman terima kasih,5
2021-11-24 10:39:54,jahe 68,Good,5
2021-11-24 10:33:57,VAV Project.,Engga ada radio caca nya kalo bisa lebih kumplit lagi tq 🙏,4
